STOP_FRISK_ID,STOP_FRISK_DATE,Stop Frisk Time,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_PREMISES_NAME,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
1032,2/4/2018,9:20:00,2018,February,Sunday,Based on Radio Run,APP,POF,111,SGT,111,Y,,P,PSB,5,MURDER,10,Y,,Y,N,,N,,Y,,,,N,N,N,,,,N,,,,,Y,,,,,,,,Y,,,,,,,,,,,,DE,SHOCKED,46,FEMALE,BLACK,5.4,170,MED,BRO,BLK,NONE,111,K,,250-01 NORTHERN BOULEVARD,,NORTHERN BOULEVARD,1056967,219359,,PBQN,QUEENS
1033,2/4/2018,1:22:00,2018,February,Sunday,Based on Self Initiated,APP,POM,114,SGT,114,N,,H,Housing,1,CPW,11,Y,,N,Y,OTHER,N,,N,,S,V,Y,Y,Y,,,,N,,,,,,,Y,,Y,,,Y,,,,,,,,,,Y,,,DE,INTOXICATED AND UNCOOPERATIVE,34,MALE,BLACK,5.1,170,MED,BLK,BRO,"BLACK JACKET, GREEN PANTS, BLACK SNEAKERS, BLACK BASEBALL HAT",114,D,,21 STREET && 41 AVENUE,,21 STREET,1000200,213984,,PBQN,QUEENS
1034,2/5/2018,12:22:00,2018,February,Monday,Based on Radio Run,APP,POM,5,SGT,5,Y,O,P,PSB,3,PETIT LARCENY,5,Y,,N,Y,PETIT LARCENY,N,,Y,,,,Y,Y,N,,,,N,,,,,Y,,,,,,,,Y,,,,,,,,,Y,,,DE,DEFT DID TOOK OFF RUNNING S/B AFTER BEING APPROACHED BY POLICE OFFICERS,22,MALE,BLACK,5.6,140,THN,BLK,BLK,,1,G,,336 CANAL STREET,,CANAL STREET,983586,201500,,PBMS,MANHATTAN
1035,2/5/2018,13:10:00,2018,February,Monday,Based on Self Initiated,APP,POM,863,LT,863,Y,S,T,Transit,1,CPW,5,Y,,N,Y,CPW,N,,Y,,,,Y,Y,N,,Y,,Y,,,,,,,Y,,,,,Y,,,,,,,Y,Y,Y,Y,,,DE,COMBATIVE,27,MALE,BLACK HISPANIC,6.1,175,MED,BRO,BLK,"GOATEE, DREADLOCKS",13,E,,UNION SQUARE WEST && EAST 14 STREET,,UNION SQUARE WEST,986553,207131,,PBMS,MANHATTAN
1036,2/5/2018,8:18:00,2018,February,Monday,Based on Radio Run,APP,POM,23,SGT,23,Y,O,H,Housing,1,CPW,22,Y,,N,N,,N,,Y,,,,Y,Y,N,,,,N,,Y,Y,,,,Y,,Y,,,,Y,,,,,Y,,,Y,,Y,,DE,CALM,62,MALE,BLACK,5.8,190,MED,BRO,GRY,,23,B,,EAST 110 STREET && LEXINGTON AVENUE,,EAST 110 STREET,999643,228852,,PBMN,MANHATTAN
1037,2/5/2018,19:06:00,2018,February,Monday,Based on Radio Run,APP,POM,807,SGT,807,Y,O,P,PSB,5,CPW,2,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,,,,,,,,DE,COMPLIANT,43,MALE,BLACK,5.6,140,THN,BRO,BLK,NA,40,C,,MORRIS AVENUE && EAST 153 STREET,,MORRIS AVENUE,1005984,238108,,PBBX,BRONX
1038,2/5/2018,19:07:00,2018,February,Monday,Based on Radio Run,APP,POM,40,SGT,40,Y,O,P,PSB,1,CPW,6,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,CALM,15,MALE,BLACK,6.1,140,THN,BRO,XXX,BLACK JACKET/COAT AND DARK RED SWEAT PANTS,40,C,,675 MORRIS AVENUE,,MORRIS AVENUE,1006015,238208,,PBBX,BRONX
1039,2/5/2018,19:07:00,2018,February,Monday,Based on Radio Run,APP,POM,40,SGT,40,Y,O,P,PSB,1,CPW,6,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,,,,,,Y,Y,,,,,,,DE,CALM,17,MALE,BLACK,6.1,140,THN,BRO,XXX,"GRAY HOODIE, BLACK JACKET/COAT AND BLACK PANTS",40,C,,675 MORRIS AVENUE,,MORRIS AVENUE,1006015,238208,,PBBX,BRONX
1040,2/5/2018,23:55:00,2018,February,Monday,Based on Self Initiated,APP,DTS,425,SSA,425,Y,,,,1,ASSAULT,8,Y,,N,N,,N,,N,,S,V,Y,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,NERVOUS,19,MALE,BLACK,5.6,165,THN,BLK,BLK,,44,E,,WEBSTER AVENUE && EAST 169 STREET,,WEBSTER AVENUE,1009517,243117,,PBBX,BRONX
1041,2/5/2018,1:54:00,2018,February,Monday,Based on Radio Run,APP,POM,52,SGT,52,Y,,P,PSB,2,ROBBERY,10,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,UPSET,,MALE,BLACK,5.7,160,MED,BLK,BLK,,52,D,,BAINBRIDGE AVENUE && EAST 210 STREET,,BAINBRIDGE AVENUE,1017713,259756,,PBBX,BRONX
1042,2/5/2018,12:30:00,2018,February,Monday,Based on Self Initiated,APP,POM,61,SGT,61,Y,O,P,PSB,2,CPSP,13,Y,,N,N,,N,,Y,,,,N,Y,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,DE,CALM,27,MALE,WHITE,6.1,157,THN,BRO,BRO,TATTOO ON RIGHT HAND,61,A,,AVENUE P && EAST 15 STREET,,AVENUE P,995747,161665,,PBBS,BROOKLYN
1043,2/5/2018,14:50:00,2018,February,Monday,Based on C/W on Scene,APP,POM,75,SGT,75,Y,O,P,PSB,1450,CPW,145,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,Y,,,,,,,,,,,,,DE,CALM,,MALE,BLACK,6.1,,MED,BRO,BLK,,75,E,,579 GATEWAY DRIVE,,GATEWAY DRIVE,1020172,176415,,PBBN,BROOKLYN
1044,2/5/2018,17:55:00,2018,February,Monday,Based on C/W on Scene,APP,POM,75,SGT,75,Y,,P,PSB,1,ROBBERY,5,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,DE,CALM,18,MALE,BLACK HISPANIC,5.6,140,THN,BRO,BLK,,75,B,,HENDRIX STREET && BLAKE AVENUE,,HENDRIX STREET,1015214,182954,,PBBN,BROOKLYN
1045,2/5/2018,17:55:00,2018,February,Monday,Based on C/W on Scene,APP,POM,75,SGT,75,Y,,P,PSB,1,ROBBERY,5,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,,,,,,,,DE,CALM,19,MALE,BLACK,5.8,130,THN,BRO,BLK,,75,B,,HENDRIX STREET && BLAKE AVENUE,,HENDRIX STREET,1015214,182954,,PBBN,BROOKLYN
1046,2/5/2018,17:55:00,2018,February,Monday,Based on C/W on Scene,APP,POM,75,SGT,75,Y,,P,PSB,1,ROBBERY,5,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,DE,CALM,20,MALE,BLACK,5.8,140,THN,BRO,BLK,,75,B,,HENDRIX STREET && BLAKE AVENUE,,HENDRIX STREET,1015214,182954,,PBBN,BROOKLYN
1047,2/5/2018,22:10:00,2018,February,Monday,Based on Self Initiated,APP,POF,81,SGT,81,Y,,A,Trespass Affifavit Program,2,CRIMINAL TRESPASS,6,Y,,N,Y,CRIMINAL TRESPASS,N,,Y,,,,N,Y,Y,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,Y,,,DE,CALM,47,MALE,BLACK,5.11,,MED,BRO,BLK,,81,C,,1605 FULTON STREET,,FULTON STREET,1001883,186911,,PBBN,BROOKLYN
1048,2/5/2018,3:05:00,2018,February,Monday,Based on Radio Run,APP,POM,112,SGT,112,Y,,P,PSB,2,CRIMINAL MISCHIEF,33,Y,,N,Y,CRIMINAL MISCHIEF,N,,Y,,,,Y,Y,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,Y,,,DE,CALM,22,MALE,WHITE HISPANIC,5.7,120,THN,BRO,BLK,NONE,112,D,,65 AVENUE && QUEENS BOULEVARD,,65 AVENUE,1025401,202586,,PBQN,QUEENS
1049,2/5/2018,2:40:00,2018,February,Monday,Based on Radio Run,APP,POM,115,SGT,115,Y,O,P,PSB,5,ROBBERY,15,Y,,N,N,,N,,Y,,,,Y,Y,N,,,,N,,,Y,,,,,,Y,,,,Y,,,,,,,Y,,,,,DE,CALM,25,MALE,BLACK HISPANIC,5.1,210,MED,BRO,BLD,MULTI COLORED TRACK JACKET,115,D,,35 AVENUE && 95 STREET,,35 AVENUE,1019543,213692,,PBQN,QUEENS
1050,2/5/2018,4:20:00,2018,February,Monday,Based on Radio Run,APP,POM,120,SGT,120,Y,,P,PSB,10,BURGLARY,2,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,Y,,,,,Y,,,,,,,,,DE,FURITIVE MOVEMENTS,32,MALE,BLACK,5.11,190,U,BRO,BLK,,120,D,,541 TARGEE STREET,,TARGEE STREET,960707,162907,,PBSI,STATEN ISLAND
1051,2/5/2018,14:53:00,2018,February,Monday,Based on Radio Run,APP,POM,122,LT,122,Y,,,,1,CPW,14,Y,,N,N,,N,,N,,S,V,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,,,,,,,,DE,ANXIOUS,47,MALE,WHITE,5.5,190,MED,BLU,GRY,N/A,122,B,,STERLING AVENUE && CLAWSON STREET,,STERLING AVENUE,952558,146699,,PBSI,STATEN ISLAND
1052,2/6/2018,6:00:00,2018,February,Tuesday,Based on Radio Run,APP,SGT,10,LT,10,Y,,P,PSB,1,PETIT LARCENY,10,Y,,Y,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,UPSET THEN CALM,37,MALE,BLACK,5.8,155,THN,BRO,BLK,"BLACK JACKET, BLACK HAT",10,B,,8 AVENUE && WEST 24 STREET,,8 AVENUE,984802,211047,,PBMS,MANHATTAN
1053,2/6/2018,6:00:00,2018,February,Tuesday,Based on Radio Run,APP,SGT,10,LT,10,Y,O,P,PSB,1,PETIT LARCENY,10,Y,,Y,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,CALM,38,MALE,BLACK,5.8,160,THN,BRO,BLK,BLACK JACKET WITH HOOD,10,B,,8 AVENUE && WEST 24 STREET,,8 AVENUE,984802,211047,,PBMS,MANHATTAN
1054,2/6/2018,15:18:00,2018,February,Tuesday,Based on Self Initiated,APP,POM,863,SGT,863,Y,S,T,Transit,30,CPW,11,Y,,N,Y,CPW,N,,N,,S,,Y,Y,Y,,Y,,Y,,,,,,,Y,,,,,Y,,,,,,,,,,Y,,,DE,IN RUSH,27,MALE,BLACK,5.1,220,HEA,BLK,BLK,FACIAL HAIR,13,E,,EAST 14 STREET && UNION SQUARE EAST,,EAST 14 STREET,988886,207857,,PBMS,MANHATTAN
1055,2/6/2018,15:50:00,2018,February,Tuesday,Based on Self Initiated,APP,POM,18,SGT,18,Y,I,P,PSB,2,BURGLARY,2,Y,,N,N,,N,,N,,S,V,N,N,N,,,,N,,Y,,,,,,,,,Y,,,,,,Y,,,,,,,,DE,POLITE,40,MALE,BLACK,5.1,160,MED,BRO,BLK,BEARD,18,F,N/A,328 WEST 49 STREET,,WEST 49 STREET,987696,216920,,PBMS,MANHATTAN
1056,2/6/2018,14:40:00,2018,February,Tuesday,Based on Self Initiated,APP,POF,805,LT,805,Y,I,H,Housing,1,CRIMINAL TRESPASS,13,Y,,N,Y,CPW,N,,Y,,,,N,Y,N,,Y,,Y,,,,,,,Y,,,,,,,,,,Y,,Y,,,Y,,,DE,NERVOUS,21,MALE,BLACK,5.11,,MED,BRO,BLK,,23,C,,60 EAST 104 STREET,,EAST 104 STREET,998148,227834,,PBMN,MANHATTAN
1057,2/6/2018,16:47:00,2018,February,Tuesday,Based on Self Initiated,APP,POM,23,SGT,23,Y,I,H,Housing,1,CRIMINAL TRESPASS,10,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,NERVOUS,28,FEMALE,BLACK,5.2,155,MED,BLK,BRO,,23,D,,230 EAST 115 STREET,,EAST 115 STREET,1000946,229615,,PBMN,MANHATTAN
1058,2/6/2018,18:35:00,2018,February,Tuesday,Based on Self Initiated,APP,POM,23,SGT,23,Y,,H,Housing,1,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,5,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,Y,,,,,,,,,,,DE,DELIGHTED,47,MALE,,5.8,160,MED,BRO,BLK,,23,D,,1591 PARK AVENUE,,PARK AVENUE,999659,229932,,PBMN,MANHATTAN
1059,2/6/2018,10:52:00,2018,February,Tuesday,Based on Radio Run,APP,POM,24,LT,24,Y,O,,,0,PETIT LARCENY,1,Y,,N,Y,PETIT LARCENY,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,NORMAL,27,MALE,WHITE,5.8,150,,,,,24,A,,BROADWAY && WEST 95 STREET,,BROADWAY,991925,228547,,PBMN,MANHATTAN
1060,2/6/2018,3:06:00,2018,February,Tuesday,Based on Radio Run,APP,POM,805,SGT,805,Y,O,H,Housing,1,CPW,2,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,Y,,,,,Y,,Y,,,Y,Y,,,,Y,Y,,,,,,,DE,UPSET,27,MALE,BLACK,6.1,175,THN,BRO,BLK,BRAIDES,25,A,N/A,2400 2 AVENUE,,2 AVENUE,1002416,231297,,PBMN,MANHATTAN
1061,2/6/2018,3:06:00,2018,February,Tuesday,Based on Radio Run,APP,POM,805,SGT,805,Y,,H,Housing,1,CPW,2,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,Y,,,Y,,Y,,Y,,,Y,Y,,,,Y,Y,,,,,,,DE,UPSET,27,FEMALE,BLACK,5.8,150,MED,BRO,BLK,"BROWN JACKET, BLACK BAG",25,A,N/A,2400 2 AVENUE,,2 AVENUE,1002416,231297,,PBMN,MANHATTAN
1062,2/6/2018,21:35:00,2018,February,Tuesday,Based on Self Initiated,APP,POM,25,SGT,25,Y,I,P,PSB,0,BURGLARY,7,Y,,Y,N,,N,,Y,,,,Y,Y,N,,,Y,N,,,,,Y,,Y,,,,Y,Y,,,,,Y,,,Y,Y,,,,DE,NERVOUS,,MALE,BLACK,,,MED,BLK,BLK,RED SHIRT,25,D,10,112 EAST 128 STREET,,EAST 128 STREET,1001680,233192,,PBMN,MANHATTAN
1063,2/6/2018,5:04:00,2018,February,Tuesday,Based on C/W on Scene,APP,POM,26,SGT,26,Y,O,P,PSB,1,GRAND LARCENY,5,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,,Y,,,,Y,,,,,,Y,,,,Y,Y,,,,,,,DE,UPSET,45,MALE,WHITE HISPANIC,5.5,160,MED,BRO,BLK,,26,C,,WEST 125 STREET && OLD BROADWAY,,WEST 125 STREET,995923,236263,,PBMN,MANHATTAN
1064,2/6/2018,5:06:00,2018,February,Tuesday,Based on C/W on Scene,APP,POM,26,SGT,26,Y,O,P,PSB,1,GRAND LARCENY,5,Y,,N,Y,GRAND LARCENY,N,,Y,,,,Y,Y,N,,,,N,,,Y,,,,Y,,,,,,Y,,,,,Y,,,,Y,,,DE,COOPERATIVE,37,MALE,BLACK HISPANIC,5.1,170,MED,BRO,BLK,"BAGGY SWEATSHIRT, BAGGY SWEATPANTS",26,C,,16-18 OLD BROADWAY,,OLD BROADWAY,996096,236364,,PBMN,MANHATTAN
1065,2/6/2018,12:57:00,2018,February,Tuesday,Based on C/W on Scene,APP,POM,40,SGT,40,Y,O,,,0,ASSAULT,20,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,CALM,36,MALE,BLACK,5.11,200,MED,BRO,BLK,"GRAY COAT, WHITE CONSTRUCTION HAT, BLACK JEANS",40,C,,554 MORRIS AVENUE,,MORRIS AVENUE,1005663,237170,,PBBX,BRONX
1066,2/6/2018,18:31:00,2018,February,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,Y,O,P,PSB,1829,CPW,2,Y,,N,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,,N,,S,V,Y,N,Y,,,,N,,,,,,,Y,,,,,Y,,,,,,,,,,,,,DE,VERY ANGRY,26,MALE,BLACK,6.1,185,THN,BRO,BLK,,46,B,,GRAND CONCOURSE && EAST 188 STREET,,GRAND CONCOURSE,1012539,253107,,PBBX,BRONX
1067,2/6/2018,23:45:00,2018,February,Tuesday,Based on Radio Run,APP,POM,60,SGT,60,Y,,P,PSB,1,GRAND LARCENY AUTO,18,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,CALM AND COMPLIANT,29,MALE,WHITE,5.6,180,HEA,BRO,BLK,BEARD,60,A,,BRIGHTON 3 STREET && BRIGHTON 3 LANE,,BRIGHTON 3 STREET,993933,150451,,PBBS,BROOKLYN
1068,2/6/2018,17:30:00,2018,February,Tuesday,Based on Radio Run,APP,POM,67,LT,67,Y,O,P,PSB,1728,PETIT LARCENY,10,Y,,N,N,,N,,Y,,,,N,Y,N,,,,N,,,Y,,,,,,,,,,Y,,,,,,,,,,Y,,DE,ANNOYED,21,MALE,BLACK,5.11,160,THN,BRO,BLK,NA,67,D,,890 UTICA AVENUE,,UTICA AVENUE,1003579,176556,,PBBS,BROOKLYN
1069,2/6/2018,21:34:00,2018,February,Tuesday,Based on Self Initiated,APP,POM,75,SGT,75,Y,,,,10,ROBBERY,180,Y,,Y,N,,N,,Y,,,,Y,Y,N,,,,N,,,,,,,Y,,Y,,,,,,Y,,,,,,,,Y,,N/A,N/A,30,MALE,BLACK,5.11,150,THN,BRO,BLK,,75,B,,PENNSYLVANIA AVENUE && LIVONIA AVENUE,,PENNSYLVANIA AVENUE,1013646,181481,,PBBN,BROOKLYN
1070,2/6/2018,21:34:00,2018,February,Tuesday,Based on Self Initiated,APP,POM,75,SGT,75,Y,,,,10,ROBBERY,180,Y,,Y,N,,N,,Y,,,,Y,Y,N,,,,N,,,,,,,Y,,Y,,,,,,Y,,,,,,,,Y,,N/A,N/A,25,MALE,BLACK,5.9,160,THN,BRO,BLK,,75,B,,PENNSYLVANIA AVENUE && LIVONIA AVENUE,,PENNSYLVANIA AVENUE,1013646,181481,,PBBN,BROOKLYN
1071,2/6/2018,2:44:00,2018,February,Tuesday,Based on Self Initiated,APP,POM,83,SGT,83,Y,,,,2,CRIMINAL SALE OF CONTROLLED SUBSTANCE,3,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,Y,,,,,,,,,,,DE,CALM,20,MALE,WHITE HISPANIC,5.5,170,MED,BRO,BLK,,83,C,,JEFFERSON STREET && WILSON AVENUE,,JEFFERSON STREET,1004120,195112,,PBBN,BROOKLYN
1072,2/6/2018,10:43:00,2018,February,Tuesday,Based on Radio Run,APP,POM,88,SGT,88,Y,I,P,PSB,1,ASSAULT,1,Y,,N,Y,ASSAULT,N,,Y,,,,Y,Y,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,Y,Y,,,,Y,,,DE,CALM,30,MALE,BLACK,5.8,160,MED,BRO,BLK,"BLACK HOODIE, RED SHOES, BACKPACK",88,D,,121 DE KALB AVENUE,,DE KALB AVENUE,990501,190582,,PBBN,BROOKLYN
1073,2/6/2018,19:00:00,2018,February,Tuesday,Based on Radio Run,APP,POM,94,LT,94,Y,O,,,1,CPW,8,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,CALM,21,MALE,BLACK,6.1,170,MED,BLK,BLK,,94,A,,MANHATTAN AVENUE && MESEROLE AVENUE,,MANHATTAN AVENUE,997364,204182,,PBBN,BROOKLYN
1074,2/6/2018,12:35:00,2018,February,Tuesday,Based on Radio Run,APP,POM,105,SGT,105,Y,I,P,PSB,1,BURGLARY,1,Y,,Y,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,Y,,,,,,,,DE,NORMAL,59,MALE,WHITE HISPANIC,5.9,180,HEA,BRO,BLD,N/A,105,I,,103-10 223 STREET,,223 STREET,1058665,198536,,PBQS,QUEENS
1075,2/6/2018,16:35:00,2018,February,Tuesday,Based on Self Initiated,APP,POM,105,SGT,105,Y,O,P,PSB,1,PETIT LARCENY,12,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,ANNOYED,27,MALE,BLACK,5.11,140,THN,BRO,BLK,BRAIDED HAIR,105,D,,243-07 137 AVENUE,,137 AVENUE,1058189,183024,,PBQS,QUEENS
1076,2/6/2018,15:58:00,2018,February,Tuesday,Based on Radio Run,APP,POM,109,SGT,109,Y,O,P,PSB,2,PETIT LARCENY,5,Y,,N,Y,PETIT LARCENY,N,,N,,S,V,N,Y,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,Y,,,DE,CALM,36,MALE,WHITE,5.1,170,MED,BRO,BRO,N/A,109,C,,10 AVENUE && 138 PLACE,,10 AVENUE,1031070,226789,,PBQN,QUEENS
1077,2/6/2018,15:55:00,2018,February,Tuesday,Based on Radio Run,APP,POM,111,SGT,111,Y,O,P,PSB,1,BURGLARY,5,Y,,Y,N,,N,,N,,S,V,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,CALM,21,MALE,WHITE,5.11,170,THN,BRO,BRO,,111,I,,210 STREET && 33 ROAD,,210 STREET,1045750,220016,,PBQN,QUEENS
1078,2/6/2018,12:01:00,2018,February,Tuesday,Based on Radio Run,APP,POM,866,SGT,866,Y,S,T,Transit,1,CPW,10,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,CALM AND COOPERATIVE,22,MALE,BLACK,,150,THN,BRO,BLK,,112,G,,UNION TURNPIKE && QUEENS BOULEVARD,,UNION TURNPIKE,1031029,199612,,PBQN,QUEENS
1079,2/7/2018,16:52:00,2018,February,Wednesday,Based on Radio Run,APP,POM,19,SGT,19,Y,,,,2,GRAND LARCENY,10,Y,,Y,Y,GRAND LARCENY,N,,Y,,,,Y,N,N,,,,N,,,Y,,,,Y,,,,,,Y,,,,,Y,,,,Y,,,DE,NERVIOUS,52,MALE,BLACK,6.3,180,THN,BRO,BLD,OUTTER BOMBER JACKET WITH DESIGNS,19,D,,EAST 87 STREET && MADISON AVENUE,,EAST 87 STREET,995793,224013,,PBMN,MANHATTAN
1080,2/7/2018,9:19:00,2018,February,Wednesday,Based on Self Initiated,APP,POF,23,SGT,23,Y,I,P,PSB,5,PETIT LARCENY,3,Y,,N,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,,Y,,,,Y,Y,Y,,,,N,,,Y,,,,Y,,,,,,,,,,Y,Y,,,Y,Y,,,DE,NERVOUS,19,MALE,WHITE HISPANIC,5.9,190,MED,BLK,BRO,"ONLY GOD CAN JUDGE ME(CHEST TATTOO LETTERINGS), BLUE JACKET, BLUE JEANS, BLK SNE",23,C,GROUND,10 EAST 102 STREET,,EAST 102 STREET,997389,227657,,PBMN,MANHATTAN
1081,2/7/2018,10:19:00,2018,February,Wednesday,Based on Radio Run,APP,POM,24,LT,24,Y,O,P,PSB,1,PETIT LARCENY,1,Y,,N,Y,PETIT LARCENY,N,,Y,,,,Y,Y,N,,,,N,,,Y,,,,Y,,,,,,Y,,,,Y,Y,,,,Y,,,DE,UPSET,47,MALE,BLACK,5.1,160,MED,BRO,XXX,"BLACK SKULL HAT, BLACK JACKET, TIMBERLAND BOOTS",24,A,,BROADWAY && WEST 95 STREET,,BROADWAY,991925,228547,,PBMN,MANHATTAN
